DOCUMENT,PAGE,CLAIM,CLAIM_TYPE,CANONICAL_SOURCE,CANONICAL_VALUE,MATCH,SEVERITY,ACTION
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,3,avant le stage si nécessaire),OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,3,"Physique- Cahier, trousse complète, calculatrice — accompagnement théorique et méthodologique ;",MATERIAL,data/campaigns/pre-rentree-2026.json,"{""audience"":""Pour les élèves entrant en Seconde, Première ou Terminale à la rentrée 2026-2027."",""material"":""Un cahier, une trousse complète et une calculatrice pour les matières concernées. Les supports de travail sont fournis par Nexus."",""materialsBySubject"":{""MATHEMATIQUES"":{""label"":""Mathématiques"",""description"":""Un cahier, une trousse complète et une calculatrice.""},""FRANCAIS"":{""label"":""Français"",""description"":""Un cahier et une trousse complète.""},""NSI"":{""label"":""NSI/SNT"",""description"":""Pour les modules NSI/SNT, l’élève apporte un ordinateur portable. Deux postes de secours sont disponibles en nombre limité ; contactez Nexus avant le stage si nécessaire.""},""PHYSIQUE_CHIMIE"":{""label"":""Phy…",true,NONE,KEEP_CANONICAL
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,3,Chimie pas de séance de laboratoire,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,3,"Les supports de travail sont fournis par Nexus (fiches, exercices, sujets).",MATERIAL,data/campaigns/pre-rentree-2026.json,"{""audience"":""Pour les élèves entrant en Seconde, Première ou Terminale à la rentrée 2026-2027."",""material"":""Un cahier, une trousse complète et une calculatrice pour les matières concernées. Les supports de travail sont fournis par Nexus."",""materialsBySubject"":{""MATHEMATIQUES"":{""label"":""Mathématiques"",""description"":""Un cahier, une trousse complète et une calculatrice.""},""FRANCAIS"":{""label"":""Français"",""description"":""Un cahier et une trousse complète.""},""NSI"":{""label"":""NSI/SNT"",""description"":""Pour les modules NSI/SNT, l’élève apporte un ordinateur portable. Deux postes de secours sont disponibles en nombre limité ; contactez Nexus avant le stage si nécessaire.""},""PHYSIQUE_CHIMIE"":{""label"":""Phy…",true,NONE,KEEP_CANONICAL
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,3,+216 99 19 28 29 · contact@nexusreussite.academy · nexusreussite.academy,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,Ouverture des groupes,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,1. Un groupe ouvre à partir de 3 élèves et accueille 5 élèves maximum.,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,2. Décision d'ouverture communiquée le 10 août 2026 à 18 h 00.,DATE,data/campaigns/pre-rentree-2026.json,"{""startDate"":""2026-08-17"",""endDate"":""2026-08-28"",""decisionDeadline"":""2026-08-10T18:00:00+01:00""}",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,3. Si le groupe n'ouvre pas : la famille est informée immédiatement et les sommes déjà reçues sont,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,"intégralement restituées, ou reportées sur un autre module au choix de la famille.",REFUND,docs/legal/pre-rentree-2026-commercial-terms-gap-analysis.md,,false,CRITICAL,REMOVE_UNTIL_APPROVED_LEGAL_SOURCE_EXISTS
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,4. La pré-inscription en ligne est sans paiement : elle ne bloque pas une place et n'engage pas la famille.,PRE_REGISTRATION,data/campaigns/pre-rentree-2026.json,"{""audience"":""Pour les élèves entrant en Seconde, Première ou Terminale à la rentrée 2026-2027."",""material"":""Un cahier, une trousse complète et une calculatrice pour les matières concernées. Les supports de travail sont fournis par Nexus."",""materialsBySubject"":{""MATHEMATIQUES"":{""label"":""Mathématiques"",""description"":""Un cahier, une trousse complète et une calculatrice.""},""FRANCAIS"":{""label"":""Français"",""description"":""Un cahier et une trousse complète.""},""NSI"":{""label"":""NSI/SNT"",""description"":""Pour les modules NSI/SNT, l’élève apporte un ordinateur portable. Deux postes de secours sont disponibles en nombre limité ; contactez Nexus avant le stage si nécessaire.""},""PHYSIQUE_CHIMIE"":{""label"":""Phy…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,L'acompte (30 %) n'est demandé qu'après validation du groupe et du profil.,DEPOSIT,data/pricing.canonical.json,"{""label"":""Acompte"",""packs"":[{""subjectCount"":1,""title"":""Pré-Rentrée 2026 — 1 matière"",""hoursPerSubject"":10,""totalHours"":10,""sessionsPerSubject"":5,""sessionDurationHours"":2,""groupMin"":3,""groupMax"":5,""price"":480,""deposit"":140,""balance"":340,""pricePerHour"":48},{""subjectCount"":2,""title"":""Pré-Rentrée 2026 — 2 matières"",""hoursPerSubject"":10,""totalHours"":20,""sessionsPerSubject"":5,""sessionDurationHours"":2,""groupMin"":3,""groupMax"":5,""price"":900,""deposit"":270,""balance"":630,""pricePerHour"":45},{""subjectCount"":3,""title"":""Pré-Rentrée 2026 — 3 matières"",""hoursPerSubject"":10,""totalHours"":30,""sessionsPerSubject"":5,""sessionDurationHours"":2,""groupMin"":3,""groupMax"":5,""price"":1350,""deposit"":410,""balance"":940,""price…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,Déroulé type d'un module (la méthode Nexus),PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,1. Positionnement — diagnostic des acquis au démarrage pour cibler les priorités.,ASSESSMENT,content/pre-rentree-2026/modules.json + data/campaigns/pre-rentree-2026.json,"[{""title"":""Positionnement"",""description"":""Un diagnostic des acquis permet d'identifier les priorités de travail avant le démarrage du module.""},{""title"":""Travail guidé en groupe réduit"",""description"":""Les notions sont reprises dans un groupe de trois à cinq élèves, avec des consignes et des aides adaptées.""},{""title"":""Entraînement et correction"",""description"":""Chaque séance alterne méthode, exercices progressifs et correction explicite pour consolider les réflexes.""},{""title"":""Bilan et recommandations de rentrée"",""description"":""Le stage se termine par une synthèse des acquis observés et des recommandations de travail pour la rentrée.""}]",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,2. Travail guidé en groupe réduit — reprise des notions avec consignes et aides différenciées.,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,"3. Entraînement et correction — chaque séance alterne méthode, exercices progressifs et correction",PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,explicite.,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,"4. Bilan et recommandations — synthèse écrite des acquis observés et plan de travail pour la rentrée,",ASSESSMENT,content/pre-rentree-2026/modules.json + data/campaigns/pre-rentree-2026.json,"[{""title"":""Positionnement"",""description"":""Un diagnostic des acquis permet d'identifier les priorités de travail avant le démarrage du module.""},{""title"":""Travail guidé en groupe réduit"",""description"":""Les notions sont reprises dans un groupe de trois à cinq élèves, avec des consignes et des aides adaptées.""},{""title"":""Entraînement et correction"",""description"":""Chaque séance alterne méthode, exercices progressifs et correction explicite pour consolider les réflexes.""},{""title"":""Bilan et recommandations de rentrée"",""description"":""Le stage se termine par une synthèse des acquis observés et des recommandations de travail pour la rentrée.""}]",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,remis aux parents.,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,Contact,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,Téléphone / WhatsApp : +216 99 19 28 29,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,Email : contact@nexusreussite.academy,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,Site : nexusreussite.academy/stages/pre-rentree-2026,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,"Centre pédagogique : Mutuelleville, Tunis",ROOM,data/campaigns/pre-rentree-2026.json,"[""Salle 1"",""Salle 2""]",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,Nexus Réussite — marque exploitée par STE M&M ACADEMY SUARL. Conditions générales : nexusreussite.academy/conditions-,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,generales,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Planning_InfosPratiques.pdf,4,+216 99 19 28 29 · contact@nexusreussite.academy · nexusreussite.academy,OTHER,STRUCTURAL_TEXT,,n/a,NONE,STRUCTURAL_TEXT
NexusReussite_PreRentree2026_Programme_Premiere.pdf,1,Programme détaillé,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,1,Entrée en Première,ENTRY_CLASS,data/campaigns/pre-rentree-2026.json,"[{""id"":""SECONDE"",""label"":""Entrée en Seconde""},{""id"":""PREMIERE"",""label"":""Entrée en Première""},{""id"":""TERMINALE"",""label"":""Entrée en Terminale""}]",true,NONE,KEEP_CANONICAL
NexusReussite_PreRentree2026_Programme_Premiere.pdf,1,Stages de pré-rentrée · 17–28 août 2026,DATE,data/campaigns/pre-rentree-2026.json,"{""startDate"":""2026-08-17"",""endDate"":""2026-08-28"",""decisionDeadline"":""2026-08-10T18:00:00+01:00""}",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,1,"Mutuelleville, Tunis",ROOM,data/campaigns/pre-rentree-2026.json,"[""Salle 1"",""Salle 2""]",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,1,Groupes de 3 à 5 élèves · 10 h par matière · À partir de 480 TND,PRICE,data/pricing.canonical.json,"[{""subjectCount"":1,""title"":""Pré-Rentrée 2026 — 1 matière"",""hoursPerSubject"":10,""totalHours"":10,""sessionsPerSubject"":5,""sessionDurationHours"":2,""groupMin"":3,""groupMax"":5,""price"":480,""deposit"":140,""balance"":340,""pricePerHour"":48},{""subjectCount"":2,""title"":""Pré-Rentrée 2026 — 2 matières"",""hoursPerSubject"":10,""totalHours"":20,""sessionsPerSubject"":5,""sessionDurationHours"":2,""groupMin"":3,""groupMax"":5,""price"":900,""deposit"":270,""balance"":630,""pricePerHour"":45},{""subjectCount"":3,""title"":""Pré-Rentrée 2026 — 3 matières"",""hoursPerSubject"":10,""totalHours"":30,""sessionsPerSubject"":5,""sessionDurationHours"":2,""groupMin"":3,""groupMax"":5,""price"":1350,""deposit"":410,""balance"":940,""pricePerHour"":45},{""subjectCount…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,1,nexusreussite.academy/stages/pre-rentree-2026,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,1,+216 99 19 28 29 · contact@nexusreussite.academy · nexusreussite.academy,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,Programme · Entrée en Première,ENTRY_CLASS,data/campaigns/pre-rentree-2026.json,"[{""id"":""SECONDE"",""label"":""Entrée en Seconde""},{""id"":""PREMIERE"",""label"":""Entrée en Première""},{""id"":""TERMINALE"",""label"":""Entrée en Terminale""}]",true,NONE,KEEP_CANONICAL
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,"Chaque séance suit le même cadre : un objectif annoncé, des notions travaillées, une méthode active,",PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,et un livrable que l'élève emporte. Un diagnostic est réalisé en début de module et un bilan écrit est,ASSESSMENT,content/pre-rentree-2026/modules.json + data/campaigns/pre-rentree-2026.json,"[{""title"":""Positionnement"",""description"":""Un diagnostic des acquis permet d'identifier les priorités de travail avant le démarrage du module.""},{""title"":""Travail guidé en groupe réduit"",""description"":""Les notions sont reprises dans un groupe de trois à cinq élèves, avec des consignes et des aides adaptées.""},{""title"":""Entraînement et correction"",""description"":""Chaque séance alterne méthode, exercices progressifs et correction explicite pour consolider les réflexes.""},{""title"":""Bilan et recommandations de rentrée"",""description"":""Le stage se termine par une synthèse des acquis observés et des recommandations de travail pour la rentrée.""}]",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,remis aux parents à l'issue du stage.,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,Mathématiques (préparation à la spécialité) — sécuriser les fondations de,SUBJECT,data/campaigns/pre-rentree-2026.json,"[{""id"":""MATHEMATIQUES"",""label"":""Mathématiques"",""publicLabelByLevel"":{""SECONDE"":""Mathématiques"",""PREMIERE"":""Mathématiques"",""TERMINALE"":""Mathématiques""},""abbreviation"":""MATHS"",""color"":""#1B64B0""},{""id"":""PHYSIQUE_CHIMIE"",""label"":""Physique-Chimie"",""publicLabelByLevel"":{""SECONDE"":""Physique-Chimie"",""PREMIERE"":""Physique-Chimie"",""TERMINALE"":""Physique-Chimie""},""abbreviation"":""PC"",""color"":""#16847A""},{""id"":""NSI"",""label"":""NSI"",""labelByLevel"":{""SECONDE"":""Initiation informatique, algorithmique et SNT""},""publicLabelByLevel"":{""SECONDE"":""Initiation informatique, algorithmique et SNT"",""PREMIERE"":""NSI"",""TERMINALE"":""NSI""},""abbreviation"":""NSI/SNT"",""color"":""#6F42C1""},{""id"":""FRANCAIS"",""label"":""Français"",""labelByLe…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,la Seconde,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,Séance Objectif Notions clés Livrable,DELIVERABLE,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,"1. Calcul Automatiser le calcul, Factorisation, équations/inéquations, Fiche méthode second",DELIVERABLE,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,"algébrique et découvrir la forme forme canonique, racines degré",PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,second degré canonique,PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,"2. Fonctions Consolider l'étude Fonctions carré/inverse/racine, Formulaire fonctions de",DELIVERABLE,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
NexusReussite_PreRentree2026_Programme_Premiere.pdf,2,"de référence qualitative des fonctions variations, taux d'accroissement référence",PROGRAM,content/pre-rentree-2026/modules.json,"[{""id"":""seconde-mathematiques"",""level"":""SECONDE"",""subjectId"":""MATHEMATIQUES"",""subject"":""Mathématiques"",""title"":""Mathématiques — Entrée en Seconde"",""subtitle"":""Entrée en Seconde — consolider les acquis de Troisième et découvrir progressivement les attentes du lycée"",""prerequisites"":""Les acquis de Troisième et du collège ; un diagnostic en début de module précise les priorités."",""differentiation"":""Exercices à paliers et aides graduées selon la maîtrise du calcul et de la rédaction."",""quickAssessment"":""Exercice court de calcul et de raisonnement corrigé à la fin de chaque séance."",""sessions"":[{""number"":1,""title"":""Calcul, proportionnalité et calcul littéral"",""objective"":""Consolider le calcul nu…",false,HIGH,REMOVE_OR_REPLACE_FROM_CANONICAL_SOURCE
